text,station,measurand,calculation,representation
"Wie ist der no2 in Villingen-Schwenningen?",Villingen-Schwenningen,no2,,
"Wie ist der Stickstoffdioxid in Villingen-Schwenningen?",Villingen-Schwenningen,Stickstoffdioxid,,
"Wie ist der o3 in Villingen-Schwenningen?",Villingen-Schwenningen,o3,,
"Wie ist der Ozon in Villingen-Schwenningen?",Villingen-Schwenningen,Ozon,,
"Wie ist der pm25k in Villingen-Schwenningen?",Villingen-Schwenningen,pm25k,,
"Wie ist der Luftqualitätsindex in DEBW023?",DEBW023,Luftqualitätsindex,,
"Wie ist der no2 in DEBW023?",DEBW023,no2,,
"Wie ist der Stickstoffdioxid in DEBW023?",DEBW023,Stickstoffdioxid,,
"Wie ist der o3 in DEBW023?",DEBW023,o3,,
"Wie ist der Ozon in DEBW023?",DEBW023,Ozon,,
"Wie ist der pm10 in DEBW023?",DEBW023,pm10,,
"Wie ist der pm25k in DEBW023?",DEBW023,pm25k,,
"Wie ist der Luftqualitätsindex in Weil am Rhein?",Weil am Rhein,Luftqualitätsindex,,
"Wie ist der no2 in Weil am Rhein?",Weil am Rhein,no2,,
"Wie ist der Stickstoffdioxid in Weil am Rhein?",Weil am Rhein,Stickstoffdioxid,,
"Wie ist der Ozon in Weil am Rhein?",Weil am Rhein,Ozon,,
"Wie ist der pm10 in Weil am Rhein?",Weil am Rhein,pm10,,
"Wie ist der pm25k in Weil am Rhein?",Weil am Rhein,pm25k,,
"Wie ist der luqx in DEBW010?",DEBW010,luqx,,
"Wie ist der Stickstoffdioxid in DEBW010?",DEBW010,Stickstoffdioxid,,
"Wie ist der Ozon in DEBW010?",DEBW010,Ozon,,
"Wie ist der Luftqualitätsindex in Wiesloch?",Wiesloch,Luftqualitätsindex,,
"Wie ist der Stickstoffdioxid in Wiesloch?",Wiesloch,Stickstoffdioxid,,
"Wie ist der o3 in Wiesloch?",Wiesloch,o3,,
"Wie ist der pm10 in Wiesloch?",Wiesloch,pm10,,
"Wie ist der pm25k in Wiesloch?",Wiesloch,pm25k,,
"Wie ist der o3 Wert in DEBW029?",DEBW029,o3,,
"Wie ist der pm25k Wert in DEBW029?",DEBW029,pm25k,,
"Wie ist der no2 Wert in Aalen?",Aalen,no2,,
"Wie ist der o3 Wert in Aalen?",Aalen,o3,,
"Wie ist der pm25k Wert in Aalen?",Aalen,pm25k,,
"Wie ist der pm25k Wert in DEBW076?",DEBW076,pm25k,,
"Wie ist der luqx Wert in Baden-Baden?",Baden-Baden,luqx,,
"Wie ist der no2 Wert in Baden-Baden?",Baden-Baden,no2,,
"Wie ist der o3 Wert in Baden-Baden?",Baden-Baden,o3,,
"Wie ist der pm10 Wert in Baden-Baden?",Baden-Baden,pm10,,
"Wie ist der pm25k Wert in Baden-Baden?",Baden-Baden,pm25k,,
"Wie ist der luqx Wert in DEBW042?",DEBW042,luqx,,
"Wie ist der no2 Wert in DEBW042?",DEBW042,no2,,
"Wie ist der pm10 Wert in DEBW042?",DEBW042,pm10,,
"Wie ist der luqx Wert in Bernhausen?",Bernhausen,luqx,,
"Wie ist der no2 Wert in Bernhausen?",Bernhausen,no2,,
"Wie ist der o3 Wert in Bernhausen?",Bernhausen,o3,,
"Wie ist der pm25k Wert in Bernhausen?",Bernhausen,pm25k,,
"Wie ist der luqx Wert in DEBW046?",DEBW046,luqx,,
"Wie ist der o3 Wert in DEBW046?",DEBW046,o3,,
"Wie ist der pm10 Wert in DEBW046?",DEBW046,pm10,,
"Wie ist der pm25k Wert in DEBW046?",DEBW046,pm25k,,
"Wie ist der luqx Wert in Biberach?",Biberach,luqx,,
"Wie ist der no2 Wert in Biberach?",Biberach,no2,,
"Wie ist der pm25k Wert in Biberach?",Biberach,pm25k,,
"Wie ist der pm10 Wert in DEBW004?",DEBW004,pm10,,
"Wie ist der pm25k Wert in DEBW004?",DEBW004,pm25k,,
"Wie ist der luqx Wert in Eggenstein?",Eggenstein,luqx,,
"Wie ist der no2 Wert in Eggenstein?",Eggenstein,no2,,
"Wie ist der pm10 Wert in Eggenstein?",Eggenstein,pm10,,
"Wie ist der no2 Wert in DEBW084?",DEBW084,no2,,
"Wie ist der no2 Wert in Freiburg?",Freiburg,no2,,
"Wie ist der o3 Wert in Freiburg?",Freiburg,o3,,
"Wie ist der pm10 Wert in Freiburg?",Freiburg,pm10,,
"Wie ist der no2 Wert in DEBW122?",DEBW122,no2,,
"Wie ist der pm25k Wert in DEBW122?",DEBW122,pm25k,,
"Wie ist der no2 Wert in Friedrichshafen?",Friedrichshafen,no2,,
"Wie ist der o3 Wert in Friedrichshafen?",Friedrichshafen,o3,,
"Wie ist der pm25k Wert in DEBW112?",DEBW112,pm25k,,
"Wie ist der no2 Wert in Gärtringen?",Gärtringen,no2,,
"Wie ist der pm10 Wert in Gärtringen?",Gärtringen,pm10,,
"Wie ist der pm25k Wert in Gärtringen?",Gärtringen,pm25k,,
"Wie ist der luqx Wert in DEBW009?",DEBW009,luqx,,
"Wie ist der pm10 Wert in DEBW009?",DEBW009,pm10,,
"Wie ist der pm10 Wert in Heidelberg?",Heidelberg,pm10,,
"Wie ist der luqx Wert in DEBW015?",DEBW015,luqx,,
"Wie ist der pm25k Wert in DEBW015?",DEBW015,pm25k,,
"Wie ist der pm10 Wert in Heilbronn?",Heilbronn,pm10,,
"Wie ist der luqx Wert in DEBW152?",DEBW152,luqx,,
"Wie ist der pm10 Wert in DEBW152?",DEBW152,pm10,,
"Wie ist der pm25k Wert in DEBW152?",DEBW152,pm25k,,
"Wie ist der luqx Wert in Heilbronn Weinsberger Straße-Ost?",Heilbronn Weinsberger Straße-Ost,luqx,,
"Wie ist der no2 Wert in Heilbronn Weinsberger Straße-Ost?",Heilbronn Weinsberger Straße-Ost,no2,,
"Wie ist der o3 Wert in Heilbronn Weinsberger Straße-Ost?",Heilbronn Weinsberger Straße-Ost,o3,,
"Wie ist der luqx Wert in DEBW081?",DEBW081,luqx,,
"Wie ist der pm10 Wert in DEBW081?",DEBW081,pm10,,
"Wie ist der no2 Wert in Karlsruhe-Nordwest?",Karlsruhe-Nordwest,no2,,
"Wie ist der o3 Wert in Karlsruhe-Nordwest?",Karlsruhe-Nordwest,o3,,
"Wie ist der pm10 Wert in Karlsruhe-Nordwest?",Karlsruhe-Nordwest,pm10,,
"Wie ist der pm25k Wert in Karlsruhe-Nordwest?",Karlsruhe-Nordwest,pm25k,,
"Wie ist der luqx Wert in DEBW080?",DEBW080,luqx,,
"Wie ist der pm25k Wert in DEBW080?",DEBW080,pm25k,,
"Wie ist der luqx Wert in Karlsruhe Reinhold-Frank-Straße?",Karlsruhe Reinhold-Frank-Straße,luqx,,
"Wie ist der o3 Wert in Karlsruhe Reinhold-Frank-Straße?",Karlsruhe Reinhold-Frank-Straße,o3,,
"Wie ist der pm25k Wert in Karlsruhe Reinhold-Frank-Straße?",Karlsruhe Reinhold-Frank-Straße,pm25k,,
"Wie ist der luqx Wert in DEBW022?",DEBW022,luqx,,
"Wie ist der no2 Wert in DEBW022?",DEBW022,no2,,
"Wie ist der o3 Wert in DEBW022?",DEBW022,o3,,
"Wie ist der pm10 Wert in DEBW022?",DEBW022,pm10,,
"Wie ist der pm25k Wert in DEBW022?",DEBW022,pm25k,,
"Wie ist der luqx Wert in Kehl?",Kehl,luqx,,
"Wie ist der o3 Wert in Kehl?",Kehl,o3,,
"Wie ist der pm10 Wert in Kehl?",Kehl,pm10,,
"Wie ist der luqx Wert in DEBW052?",DEBW052,luqx,,
"Wie ist der no2 Wert in DEBW052?",DEBW052,no2,,
"Wie ist der pm10 Wert in DEBW052?",DEBW052,pm10,,
"Wie ist der no2 Wert in Konstanz?",Konstanz,no2,,
"Wie ist der o3 Wert in Konstanz?",Konstanz,o3,,
"Wie ist der no2 Wert in DEBW120?",DEBW120,no2,,
"Wie ist der luqx Wert in DEBW024?",DEBW024,luqx,,
"Wie ist der no2 Wert in DEBW024?",DEBW024,no2,,
"Wie ist der o3 Wert in DEBW024?",DEBW024,o3,,
"Wie ist der pm25k Wert in DEBW024?",DEBW024,pm25k,,
"Wie ist der pm10 Wert in Ludwigsburg?",Ludwigsburg,pm10,,
"Wie ist der pm25k Wert in Ludwigsburg?",Ludwigsburg,pm25k,,
"Wie ist der pm25k Wert in DEBW241?",DEBW241,pm25k,,
"Wie ist der luqx Wert in Ludwigsburg Schlossstraße?",Ludwigsburg Schlossstraße,luqx,,
"Wie ist der o3 Wert in Ludwigsburg Schlossstraße?",Ludwigsburg Schlossstraße,o3,,
"Wie ist der pm25k Wert in Ludwigsburg Schlossstraße?",Ludwigsburg Schlossstraße,pm25k,,
"Wie ist der luqx Wert in DEBW098?",DEBW098,luqx,,
"Wie ist der no2 Wert in DEBW098?",DEBW098,no2,,
"Wie ist der o3 Wert in DEBW098?",DEBW098,o3,,
"Wie ist der pm10 Wert in DEBW098?",DEBW098,pm10,,
"Wie ist der o3 Wert in Mannheim Friedrichsring?",Mannheim Friedrichsring,o3,,
"Wie ist der pm10 Wert in Mannheim Friedrichsring?",Mannheim Friedrichsring,pm10,,
"Wie ist der no2 Wert in DEBW005?",DEBW005,no2,,
"Wie ist der o3 Wert in DEBW005?",DEBW005,o3,,
"Wie ist der pm10 Wert in DEBW005?",DEBW005,pm10,,
"Wie ist der pm25k Wert in DEBW005?",DEBW005,pm25k,,
"Wie ist der luqx Wert in Mannheim-Nord?",Mannheim-Nord,luqx,,
"Wie ist der no2 Wert in Mannheim-Nord?",Mannheim-Nord,no2,,
"Wie ist der luqx Wert in DEBW073?",DEBW073,luqx,,
"Wie ist der o3 Wert in DEBW073?",DEBW073,o3,,
"Wie ist der pm10 Wert in DEBW073?",DEBW073,pm10,,
"Wie ist der pm25k Wert in DEBW073?",DEBW073,pm25k,,
"Wie ist der luqx Wert in Neuenburg?",Neuenburg,luqx,,
"Wie ist der no2 Wert in Neuenburg?",Neuenburg,no2,,
"Wie ist der o3 Wert in Neuenburg?",Neuenburg,o3,,
"Wie ist der pm10 Wert in Neuenburg?",Neuenburg,pm10,,
"Wie ist der no2 Wert in DEBW125?",DEBW125,no2,,
"Wie ist der o3 Wert in DEBW125?",DEBW125,o3,,
"Wie ist der luqx Wert in Pfinztal Karlsruher Straße?",Pfinztal Karlsruher Straße,luqx,,
"Wie ist der no2 Wert in Pfinztal Karlsruher Straße?",Pfinztal Karlsruher Straße,no2,,
"Wie ist der o3 Wert in Pfinztal Karlsruher Straße?",Pfinztal Karlsruher Straße,o3,,
"Wie ist der pm25k Wert in Pfinztal Karlsruher Straße?",Pfinztal Karlsruher Straße,pm25k,,
"Wie ist der luqx Wert in DEBW033?",DEBW033,luqx,,
"Wie ist der pm10 Wert in DEBW033?",DEBW033,pm10,,
"Wie ist der pm25k Wert in DEBW033?",DEBW033,pm25k,,
"Wie ist der o3 Wert in Pforzheim?",Pforzheim,o3,,
"Wie ist der pm25k Wert in Pforzheim?",Pforzheim,pm25k,,
"Wie ist der luqx Wert in DEBW027?",DEBW027,luqx,,
"Wie ist der no2 Wert in DEBW027?",DEBW027,no2,,
"Wie ist der pm10 Wert in DEBW027?",DEBW027,pm10,,
"Wie ist der luqx Wert in Reutlingen?",Reutlingen,luqx,,
"Wie ist der no2 Wert in Reutlingen?",Reutlingen,no2,,
"Wie ist der o3 Wert in Reutlingen?",Reutlingen,o3,,
"Wie ist der pm10 Wert in DEBW147?",DEBW147,pm10,,
"Wie ist der pm25k Wert in DEBW147?",DEBW147,pm25k,,
"Wie ist der luqx Wert in Reutlingen Lederstraße-Ost?",Reutlingen Lederstraße-Ost,luqx,,
"Wie ist der o3 Wert in Reutlingen Lederstraße-Ost?",Reutlingen Lederstraße-Ost,o3,,
"Wie ist der pm10 Wert in Reutlingen Lederstraße-Ost?",Reutlingen Lederstraße-Ost,pm10,,
"Wie ist der no2 Wert in DEBW156?",DEBW156,no2,,
"Wie ist der o3 Wert in DEBW156?",DEBW156,o3,,
"Wie ist der pm10 Wert in DEBW156?",DEBW156,pm10,,
"Wie ist der pm25k Wert in DEBW156?",DEBW156,pm25k,,
"Wie ist der luqx Wert in Schramberg Oberndorfer Straße?",Schramberg Oberndorfer Straße,luqx,,
"Wie ist der no2 Wert in Schramberg Oberndorfer Straße?",Schramberg Oberndorfer Straße,no2,,
"Wie ist der pm25k Wert in Schramberg Oberndorfer Straße?",Schramberg Oberndorfer Straße,pm25k,,
"Wie ist der luqx Wert in DEBW087?",DEBW087,luqx,,
"Wie ist der no2 Wert in DEBW087?",DEBW087,no2,,
"Wie ist der pm10 Wert in DEBW087?",DEBW087,pm10,,
"Wie ist der no2 Wert in Schwäbische Alb?",Schwäbische Alb,no2,,
"Wie ist der o3 Wert in Schwäbische Alb?",Schwäbische Alb,o3,,
"Wie ist der pm25k Wert in Schwäbische Alb?",Schwäbische Alb,pm25k,,
"Wie ist der pm10 Wert in DEBW031?",DEBW031,pm10,,
"Wie ist der no2 Wert in Schwarzwald-Süd?",Schwarzwald-Süd,no2,,
"Wie ist der o3 Wert in Schwarzwald-Süd?",Schwarzwald-Süd,o3,,
"Wie ist der pm25k Wert in Schwarzwald-Süd?",Schwarzwald-Süd,pm25k,,
"Wie ist der o3 Wert in DEBW118?",DEBW118,o3,,
"Wie ist der luqx Wert in Stuttgart Am Neckartor?",Stuttgart Am Neckartor,luqx,,
"Wie ist der no2 Wert in Stuttgart Am Neckartor?",Stuttgart Am Neckartor,no2,,
"Wie ist der o3 Wert in Stuttgart Am Neckartor?",Stuttgart Am Neckartor,o3,,
"Wie ist der pm25k Wert in Stuttgart Am Neckartor?",Stuttgart Am Neckartor,pm25k,,
"Wie ist der o3 Wert in DEBW099?",DEBW099,o3,,
"Wie ist der pm10 Wert in DEBW099?",DEBW099,pm10,,
"Wie ist der pm10 Wert in Stuttgart Arnulf-Klett-Platz?",Stuttgart Arnulf-Klett-Platz,pm10,,
"Wie ist der no2 Wert in DEBW013?",DEBW013,no2,,
"Wie ist der o3 Wert in DEBW013?",DEBW013,o3,,
"Wie ist der luqx Wert in Stuttgart-Bad Cannstatt?",Stuttgart-Bad Cannstatt,luqx,,
"Wie ist der pm10 Wert in Stuttgart-Bad Cannstatt?",Stuttgart-Bad Cannstatt,pm10,,
"Wie ist der pm25k Wert in Stuttgart-Bad Cannstatt?",Stuttgart-Bad Cannstatt,pm25k,,
"Wie ist der luqx Wert in LUBW082?",LUBW082,luqx,,
"Wie ist der pm10 Wert in LUBW082?",LUBW082,pm10,,
"Wie ist der o3 Wert in Stuttgart Hauptstätter Straße?",Stuttgart Hauptstätter Straße,o3,,
"Wie ist der pm10 Wert in Stuttgart Hauptstätter Straße?",Stuttgart Hauptstätter Straße,pm10,,
"Wie ist der luqx Wert in DEBW116?",DEBW116,luqx,,
"Wie ist der o3 Wert in DEBW116?",DEBW116,o3,,
"Wie ist der pm10 Wert in DEBW116?",DEBW116,pm10,,
"Wie ist der pm25k Wert in DEBW116?",DEBW116,pm25k,,
"Wie ist der pm25k Wert in Stuttgart Hohenheimer Straße?",Stuttgart Hohenheimer Straße,pm25k,,
"Wie ist der luqx Wert in DEBW059?",DEBW059,luqx,,
"Wie ist der o3 Wert in DEBW059?",DEBW059,o3,,
"Wie ist der pm25k Wert in DEBW059?",DEBW059,pm25k,,
"Wie ist der o3 Wert in Tauberbischofsheim?",Tauberbischofsheim,o3,,
"Wie ist der pm10 Wert in Tauberbischofsheim?",Tauberbischofsheim,pm10,,
"Wie ist der pm25k Wert in Tauberbischofsheim?",Tauberbischofsheim,pm25k,,
"Wie ist der pm10 Wert in DEBW107?",DEBW107,pm10,,
"Wie ist der luqx Wert in Tübingen?",Tübingen,luqx,,
"Wie ist der no2 Wert in Tübingen?",Tübingen,no2,,
"Wie ist der pm10 Wert in Tübingen?",Tübingen,pm10,,
"Wie ist der luqx Wert in DEBW136?",DEBW136,luqx,,
"Wie ist der pm10 Wert in DEBW136?",DEBW136,pm10,,
"Wie ist der pm25k Wert in DEBW136?",DEBW136,pm25k,,
"Wie ist der luqx Wert in Tübingen Mühlstraße?",Tübingen Mühlstraße,luqx,,
"Wie ist der pm25k Wert in Tübingen Mühlstraße?",Tübingen Mühlstraße,pm25k,,
"Wie ist der no2 Wert in DEBW019?",DEBW019,no2,,
"Wie ist der o3 Wert in DEBW019?",DEBW019,o3,,
"Wie ist der pm25k Wert in DEBW019?",DEBW019,pm25k,,
"Wie ist der pm10 Wert in Ulm?",Ulm,pm10,,
"Wie ist der pm25k Wert in Ulm?",Ulm,pm25k,,
"Wie ist der no2 Wert in DEBW039?",DEBW039,no2,,
"Wie ist der pm10 Wert in DEBW039?",DEBW039,pm10,,
"Wie ist der no2 Wert in Villingen-Schwenningen?",Villingen-Schwenningen,no2,,
"Wie ist der pm10 Wert in Villingen-Schwenningen?",Villingen-Schwenningen,pm10,,
"Wie ist der luqx Wert in DEBW023?",DEBW023,luqx,,
"Wie ist der no2 Wert in DEBW023?",DEBW023,no2,,
"Wie ist der o3 Wert in DEBW023?",DEBW023,o3,,
"Wie ist der no2 Wert in Weil am Rhein?",Weil am Rhein,no2,,
"Wie ist der o3 Wert in Weil am Rhein?",Weil am Rhein,o3,,
"Wie ist der pm10 Wert in Weil am Rhein?",Weil am Rhein,pm10,,
"Wie ist der pm25k Wert in Weil am Rhein?",Weil am Rhein,pm25k,,
"Wie ist der luqx Wert in DEBW010?",DEBW010,luqx,,
"Wie ist der o3 Wert in DEBW010?",DEBW010,o3,,
"Wie ist der pm10 Wert in DEBW010?",DEBW010,pm10,,
"Wie ist der no2 Wert in Wiesloch?",Wiesloch,no2,,
"Wie ist der o3 Wert in Wiesloch?",Wiesloch,o3,,
"Wie ist der pm10 Wert in Wiesloch?",Wiesloch,pm10,,
"Wie ist der Wert des Stickstoffdioxids in DEBW029?",DEBW029,Stickstoffdioxids,,
"Wie ist der Wert des Stickstoffdioxids in Aalen?",Aalen,Stickstoffdioxids,,
"Wie ist der Wert des Ozons in Aalen?",Aalen,Ozons,,
"Wie ist der Wert des Stickstoffdioxids in DEBW076?",DEBW076,Stickstoffdioxids,,
"Wie ist der Wert des Ozons in DEBW042?",DEBW042,Ozons,,
"Wie ist der Wert des Stickstoffdioxids in Biberach?",Biberach,Stickstoffdioxids,,
"Wie ist der Wert des Ozons in Biberach?",Biberach,Ozons,,
"Wie ist der Wert des Stickstoffdioxids in Eggenstein?",Eggenstein,Stickstoffdioxids,,
"Wie ist der Wert des Ozons in Eggenstein?",Eggenstein,Ozons,,
"Wie ist der Wert des Stickstoffdioxids in DEBW084?",DEBW084,Stickstoffdioxids,,
"Wie ist der Wert des Stickstoffdioxids in Freiburg Schwarzwaldstraße?",Freiburg Schwarzwaldstraße,Stickstoffdioxids,,
"Wie ist der Wert des Ozons in Freiburg Schwarzwaldstraße?",Freiburg Schwarzwaldstraße,Ozons,,
"Wie ist der Wert des Stickstoffdioxids in DEBW038?",DEBW038,Stickstoffdioxids,,
"Wie ist der Wert des Stickstoffdioxids in DEBW112?",DEBW112,Stickstoffdioxids,,
"Wie ist der Wert des Ozons in Gärtringen?",Gärtringen,Ozons,,
"Wie ist der Wert des Stickstoffdioxids in DEBW009?",DEBW009,Stickstoffdioxids,,
"Wie ist der Wert des Stickstoffdioxids in Heidelberg?",Heidelberg,Stickstoffdioxids,,
"Wie ist der Wert des Ozons in Heidelberg?",Heidelberg,Ozons,,
"Wie ist der Wert des Ozons in DEBW152?",DEBW152,Ozons,,
"Wie ist der Wert des Ozons in DEBW080?",DEBW080,Ozons,,
"Wie ist der Wert des Stickstoffdioxids in Karlsruhe Reinhold-Frank-Straße?",Karlsruhe Reinhold-Frank-Straße,Stickstoffdioxids,,
"Wie ist der Wert des Ozons in Karlsruhe Reinhold-Frank-Straße?",Karlsruhe Reinhold-Frank-Straße,Ozons,,
"Wie ist der Wert des Ozons in DEBW022?",DEBW022,Ozons,,
"Wie ist der Wert des Stickstoffdioxids in Kehl?",Kehl,Stickstoffdioxids,,
"Wie ist der Wert des Ozons in Kehl?",Kehl,Ozons,,
"Wie ist der Wert des Ozons in DEBW052?",DEBW052,Ozons,,
"Wie ist der Wert des Stickstoffdioxids in Konstanz?",Konstanz,Stickstoffdioxids,,
"Wie ist der Wert des Stickstoffdioxids in DEBW120?",DEBW120,Stickstoffdioxids,,
"Wie ist der Wert des Ozons in DEBW120?",DEBW120,Ozons,,
"Wie ist der Wert des Ozons in Leonberg Grabenstraße?",Leonberg Grabenstraße,Ozons,,
"Wie ist der Wert des Stickstoffdioxids in DEBW024?",DEBW024,Stickstoffdioxids,,
"Wie ist der Wert des Ozons in DEBW024?",DEBW024,Ozons,,
"Wie ist der Wert des Stickstoffdioxids in Ludwigsburg?",Ludwigsburg,Stickstoffdioxids,,
"Wie ist der Wert des Stickstoffdioxids in DEBW241?",DEBW241,Stickstoffdioxids,,
"Wie ist der Wert des Ozons in DEBW241?",DEBW241,Ozons,,
"Wie ist der Wert des Ozons in DEBW098?",DEBW098,Ozons,,
"Wie ist der Wert des Stickstoffdioxids in Mannheim Friedrichsring?",Mannheim Friedrichsring,Stickstoffdioxids,,
"Wie ist der Wert des Ozons in DEBW005?",DEBW005,Ozons,,
"Wie ist der Wert des Stickstoffdioxids in Mannheim-Nord?",Mannheim-Nord,Stickstoffdioxids,,
"Wie ist der Wert des Ozons in Mannheim-Nord?",Mannheim-Nord,Ozons,,
"Wie ist der Wert des Ozons in Neuenburg?",Neuenburg,Ozons,,
"Wie ist der Wert des Stickstoffdioxids in DEBW125?",DEBW125,Stickstoffdioxids,,
"Wie ist der Wert des Stickstoffdioxids in Pfinztal Karlsruher Straße?",Pfinztal Karlsruher Straße,Stickstoffdioxids,,
"Wie ist der Wert des Stickstoffdioxids in DEBW033?",DEBW033,Stickstoffdioxids,,
"Wie ist der Wert des Ozons in Pforzheim?",Pforzheim,Ozons,,
"Wie ist der Wert des Stickstoffdioxids in DEBW027?",DEBW027,Stickstoffdioxids,,
"Wie ist der Wert des Stickstoffdioxids in Reutlingen?",Reutlingen,Stickstoffdioxids,,
"Wie ist der Wert des Ozons in Reutlingen?",Reutlingen,Ozons,,
"Wie ist der Wert des Stickstoffdioxids in DEBW147?",DEBW147,Stickstoffdioxids,,
"Wie ist der Wert des Stickstoffdioxids in Reutlingen Lederstraße-Ost?",Reutlingen Lederstraße-Ost,Stickstoffdioxids,,
"Wie ist der Wert des Stickstoffdioxids in DEBW156?",DEBW156,Stickstoffdioxids,,
"Wie ist der Wert des Ozons in DEBW156?",DEBW156,Ozons,,
"Wie ist der Wert des Ozons in Schramberg Oberndorfer Straße?",Schramberg Oberndorfer Straße,Ozons,,
"Wie ist der Wert des Stickstoffdioxids in DEBW087?",DEBW087,Stickstoffdioxids,,
"Wie ist der Wert des Stickstoffdioxids in Schwäbische Alb?",Schwäbische Alb,Stickstoffdioxids,,
"Wie ist der Wert des Ozons in Schwäbische Alb?",Schwäbische Alb,Ozons,,
"Wie ist der Wert des Stickstoffdioxids in DEBW031?",DEBW031,Stickstoffdioxids,,
"Wie ist der Wert des Stickstoffdioxids in Schwarzwald-Süd?",Schwarzwald-Süd,Stickstoffdioxids,,
"Wie ist der Wert des Ozons in Stuttgart Am Neckartor?",Stuttgart Am Neckartor,Ozons,,
"Wie ist der Wert des Stickstoffdioxids in DEBW099?",DEBW099,Stickstoffdioxids,,
"Wie ist der Wert des Ozons in DEBW099?",DEBW099,Ozons,,
"Wie ist der Wert des Ozons in DEBW013?",DEBW013,Ozons,,
"Wie ist der Wert des Ozons in Stuttgart-Bad Cannstatt?",Stuttgart-Bad Cannstatt,Ozons,,
"Wie ist der Wert des Ozons in LUBW082?",LUBW082,Ozons,,
"Wie ist der Wert des Stickstoffdioxids in Stuttgart Hauptstätter Straße?",Stuttgart Hauptstätter Straße,Stickstoffdioxids,,
"Wie ist der Wert des Ozons in Stuttgart Hauptstätter Straße?",Stuttgart Hauptstätter Straße,Ozons,,
"Wie ist der Wert des Ozons in DEBW116?",DEBW116,Ozons,,
"Wie ist der Wert des Ozons in DEBW059?",DEBW059,Ozons,,
"Wie ist der Wert des Ozons in DEBW107?",DEBW107,Ozons,,
"Wie ist der Wert des Stickstoffdioxids in Tübingen?",Tübingen,Stickstoffdioxids,,
"Wie ist der Wert des Stickstoffdioxids in DEBW136?",DEBW136,Stickstoffdioxids,,
"Wie ist der Wert des Stickstoffdioxids in DEBW019?",DEBW019,Stickstoffdioxids,,
"Wie ist der Wert des Stickstoffdioxids in Ulm?",Ulm,Stickstoffdioxids,,
"Wie ist der Wert des Ozons in Ulm?",Ulm,Ozons,,
"Wie ist der Wert des Stickstoffdioxids in DEBW039?",DEBW039,Stickstoffdioxids,,
"Wie ist der Wert des Stickstoffdioxids in DEBW023?",DEBW023,Stickstoffdioxids,,
"Wie ist der Wert des Stickstoffdioxids in Weil am Rhein?",Weil am Rhein,Stickstoffdioxids,,
"Wie ist der Stickstoffdioxidwert in DEBW029?",DEBW029,Stickstoffdioxidwert,,
"Wie ist der Ozonwert in DEBW029?",DEBW029,Ozonwert,,
"Wie ist der Stickstoffdioxidwert in Aalen?",Aalen,Stickstoffdioxidwert,,
"Wie ist der Ozonwert in Aalen?",Aalen,Ozonwert,,
"Wie ist der Stickstoffdioxidwert in Baden-Baden?",Baden-Baden,Stickstoffdioxidwert,,
"Wie ist der Stickstoffdioxidwert in DEBW042?",DEBW042,Stickstoffdioxidwert,,
"Wie ist der Ozonwert in DEBW042?",DEBW042,Ozonwert,,
"Wie ist der Ozonwert in DEBW046?",DEBW046,Ozonwert,,
"Wie ist der Stickstoffdioxidwert in DEBW004?",DEBW004,Stickstoffdioxidwert,,
"Wie ist der Ozonwert in DEBW004?",DEBW004,Ozonwert,,
"Wie ist der Ozonwert in Eggenstein?",Eggenstein,Ozonwert,,
"Wie ist der Ozonwert in DEBW084?",DEBW084,Ozonwert,,
"Wie ist der Stickstoffdioxidwert in Freiburg?",Freiburg,Stickstoffdioxidwert,,
"Wie ist der Ozonwert in DEBW122?",DEBW122,Ozonwert,,
"Wie ist der Stickstoffdioxidwert in Freiburg Schwarzwaldstraße?",Freiburg Schwarzwaldstraße,Stickstoffdioxidwert,,
"Wie ist der Stickstoffdioxidwert in DEBW038?",DEBW038,Stickstoffdioxidwert,,
"Wie ist der Stickstoffdioxidwert in Friedrichshafen?",Friedrichshafen,Stickstoffdioxidwert,,
"Wie ist der Ozonwert in Friedrichshafen?",Friedrichshafen,Ozonwert,,
"Wie ist der Stickstoffdioxidwert in DEBW112?",DEBW112,Stickstoffdioxidwert,,
"Wie ist der Stickstoffdioxidwert in DEBW009?",DEBW009,Stickstoffdioxidwert,,
"Wie ist der Stickstoffdioxidwert in Heidelberg?",Heidelberg,Stickstoffdioxidwert,,
"Wie ist der Ozonwert in Heidelberg?",Heidelberg,Ozonwert,,
"Wie ist der Stickstoffdioxidwert in DEBW015?",DEBW015,Stickstoffdioxidwert,,
"Wie ist der Ozonwert in DEBW015?",DEBW015,Ozonwert,,
"Wie ist der Stickstoffdioxidwert in Heilbronn?",Heilbronn,Stickstoffdioxidwert,,
"Wie ist der Ozonwert in Heilbronn?",Heilbronn,Ozonwert,,
"Wie ist der Stickstoffdioxidwert in DEBW152?",DEBW152,Stickstoffdioxidwert,,
"Wie ist der Stickstoffdioxidwert in DEBW081?",DEBW081,Stickstoffdioxidwert,,
"Wie ist der Ozonwert in DEBW081?",DEBW081,Ozonwert,,
"Wie ist der Stickstoffdioxidwert in Karlsruhe-Nordwest?",Karlsruhe-Nordwest,Stickstoffdioxidwert,,
"Wie ist der Stickstoffdioxidwert in DEBW080?",DEBW080,Stickstoffdioxidwert,,
"Wie ist der Ozonwert in DEBW080?",DEBW080,Ozonwert,,
"Wie ist der Stickstoffdioxidwert in DEBW022?",DEBW022,Stickstoffdioxidwert,,
